"order_id","payment_sequential","payment_type","payment_installments","payment_value"
"0f070c89e1bd81ad150167f1c656a49b",1,credit_card,3,71.14
"3c1ceafa085d9c28c784b0ad99895a6e",1,boleto,1,87.66
a4d5fcb131fab3ac106ae40ac7042833,1,credit_card,6,191.56
"70d6a585155b39ed84fc4cab834764ee",1,credit_card,10,167.41
"145b20b69dc0b70579d0754a3d26b6af",1,boleto,1,38.01
"9fafe0a1253661cb02ef32961e541418",1,credit_card,3,94.47
d779d1f64c00cb888484f4b2f5eab951,1,credit_card,3,297.07
"38e68853613891ef987ac0772148218f",1,credit_card,10,570.94
"3ceadc78831e81a4eb0cec59a8d44997",1,credit_card,1,75.08
"46eb75885eca03736c4188871c0a9ba3",1,credit_card,10,188.44
"4a71e2b3cccb7dba085c8961c746578f",1,boleto,1,45.61
"860f0c4fdcb1c4c50661ee588b03254e",1,boleto,1,314.84
fab6c6f55e43abd9875d6f31517d9166,1,debit_card,1,104.83
d3371dea823352e8d3016da2f4d2f24c,1,credit_card,1,148.06
f2b620afa1cd911f5bce90e1f9646760,1,credit_card,3,65.71
d1ef94426d8030042fb422bf0891ded3,1,boleto,1,185.20
bd59d6b6646e18c7a1a97a639ff49e0f,4,voucher,1,5.22
"17d0317e0d3f083fa6f59927059e98b3",1,credit_card,3,164.56
"8f28a6c11335444d424803bc0a64f4b9",1,credit_card,1,159.63
"711446e2cbe250789dc7b3ecdfce793c",1,credit_card,1,37.89
e639eb028398f98b7958207b2a45684c,1,voucher,1,110.42
dd621d7d942344da783d1d390dc06f17,1,credit_card,2,147.17
"1b6a74c497e59ff5342e7a1adcff98af",1,credit_card,8,133.39
"35bb1075fe5a1a4510c3c8915f84a137",1,credit_card,10,374.07
fcb9ec0e86e6d326a21a96c2008c8610,1,credit_card,3,103.19
b3242decb71b67b79f3b2069effcbaa2,1,boleto,1,200.87
"13c275bb0585b060da0d45973177dc80",1,credit_card,3,135.29
"037578a0b32fa190a1fe9f1de5fd3f30",1,credit_card,2,42.05
"55898410e4c5e6aff68607cf55c05847",1,credit_card,1,112.30
"74dc1c443804373ca86896a9b26a02c2",1,credit_card,3,33.47
"63067dbad99fa8dd94df9e6983bff614",1,credit_card,6,347.39
"0f3b2951a363f6a201ad23e3ce2c0313",1,credit_card,3,90.26
b4b82a96ad1cd1dd5071980861bb2575,1,credit_card,2,50.69
"478e6ea13625ffcbd107d95b614d79b1",1,boleto,1,31.77
b6e3915b3670164d7ff568eb2db3aa88,1,boleto,1,163.93
b329c0dc7e78a0caaa2b8d67c8a8c8ce,1,credit_card,2,54.11
"7122be37b1b21797619ed0a6cf64f043",1,credit_card,10,1368.11
"71400888e53ed1698734799716d213f8",1,credit_card,2,126.52
"2d6ce36962726757ee9b668df71866e6",1,credit_card,4,44.09
e22ffd32ea0c410c250cb735498b60e0,1,credit_card,1,161.05
"48f2d0b950703bfb145b7c3c0641b4bb",2,voucher,1,8.88
"3e1616d48a50cea07cdf8ca77e8eb0f8",1,credit_card,5,53.10
"7294705423e48be7177bcd2b15faf44f",1,credit_card,5,106.87
c531e20fbbaf3e7302ff967fb3c7340b,1,credit_card,4,636.74
"9934f2be60d7992700e66e947ebb8d07",1,credit_card,1,44.58
dd53cce9e0ce03ce45f0d42ac4317cd8,1,boleto,1,75.58
"0d72ea72bb291e23fc4da4324144fe24",1,boleto,1,64.10
e102402236ce8457d678acd1d3370e64,1,credit_card,1,55.13
"0aa6d207e7ba004eef415715c25765ce",1,credit_card,2,118.48
d041111c5d8c66db0816ad51870d58c4,1,credit_card,1,36.42
"76eb969a695f694952f79db129b24c46",1,boleto,1,168.40
"0e87d2e51cc9889baf44d689d0f5827e",1,credit_card,3,64.01
"622dac2e43c9fe4e17d08cbc259f8448",1,credit_card,8,342.02
"89b8ad4ff7b96f3b514eb7d8c71d771c",1,credit_card,4,112.28
ebf44ff0c2e9687a275c7a487b71e28e,1,credit_card,1,114.90
f7b736bf93ccc535ded543a109635e28,1,credit_card,4,49.54
"7e3092871b13383e2bf040db363a846b",2,voucher,1,150.00
"224a57164e7d58e7d551cdc70d6d902d",1,credit_card,2,50.65
efe29224ab6af2a162c9cb35940daca5,1,credit_card,1,133.96
"652e395eca81cbe843ef95202a101cf0",1,credit_card,3,87.20
"9de76ec033b835610e97e8b8b78011d1",1,credit_card,5,70.64
a0b1ffd30c671f95ed8065ce07d10470,2,voucher,1,32.49
"3d7eec3ddca1aab85c4f2e70a6ec3fa4",1,credit_card,1,62.12
"17eebf32ee6d0d9dae95956506edbe25",1,credit_card,1,36.39
bdde0e6ab375f21ce8915c8b0c359f91,1,credit_card,1,126.56
"4f5fa78eddf28c3f669aa1554fe38622",1,credit_card,4,96.47
ddee206e57fa8a88cb37d640dbd73477,1,credit_card,9,94.35
f27ae17adead1c0c2c6bff69eeb86231,1,boleto,1,58.30
"9171d836da11db31ce6c50f2ebbbac3e",1,boleto,1,128.86
"2b941f8e6ff81158a52de44909dc2a52",1,credit_card,1,983.54
a48286edf7e187e446293ea0ff08f2f9,1,credit_card,1,49.10
"92d1957925a4ee51cc53c8155c41ba02",1,boleto,1,104.30
eb92f6fdb8dcd9a9ab21c341b4a3ca5f,2,voucher,1,20.00
"9831a29d7f2e1f0526ea5d4f687ad13e",1,boleto,1,126.69
"8f081929c8382616a4b5fe9df406a802",1,credit_card,6,76.18
e95de39b06926e7e123cb18e3a99dbf7,1,credit_card,1,123.69
a092499a9f4bcd992aadbcdc2d5f7843,1,credit_card,5,545.06
"8c1d27c10cc60cc369a428813bb71350",1,credit_card,1,108.63
b471c25ac60e798a0321d7a15415986b,1,credit_card,10,226.12
"191869a6145f8263366f4158ddcf3b2b",1,boleto,1,187.64
d4a82e0a8772db180275f4160d9eb12d,1,credit_card,1,74.16
"324204564b4994a8fefbb828983f6be2",1,boleto,1,134.59
"21e532e1fe87c6d6f72b17543a12af1a",1,credit_card,5,50.00
beff862ded25ef1ad1087c93317e89f1,1,credit_card,10,132.52
"4c689245ea93c43c3bd76bda4dca1403",1,credit_card,10,320.82
c1ae5adcaac94051df90bff4b73bebd9,1,debit_card,1,97.55
"2abb4e1bb6b3c83202111a0900d6fad5",1,credit_card,5,467.51
"21577126c19bf11a0b91592e5844ba78",6,voucher,1,7.11
"59a7ff272ffc5a0a705f006f9b2db1b9",1,credit_card,1,76.74
"9fcae628ca1ff23cc32e259e9335fa1e",1,credit_card,1,82.98
"53ce1063e2dc0e2f7f70b9225c4fe698",1,boleto,1,26.86
"434e8530a696521ae619af1a0072bf40",1,credit_card,5,193.78
"52018484704db3661b98ce838612b507",1,credit_card,7,73.10
b259e2247d6ab1750b9e4789b87b3f23,1,credit_card,1,108.20
"11d8e2bcf6e6cc183404890465b2f402",1,credit_card,5,87.72
ae85b9887d49eb8e4e35cea1435a52d8,1,credit_card,8,381.86
"2dce4900da65c78bfeb7b56efa0dd59e",1,credit_card,1,118.35
"236ec68da130bed142ae4b3f355fb871",1,boleto,1,243.25
"47ce198e173de34ed4c92187e82717ac",1,credit_card,10,1162.88
"6cb6dd42d4278b77aded588ee52089af",1,boleto,1,39.09
"347bc8940faceaaebb95b13bd9f497b4",1,credit_card,1,241.25
"1a3e279645fab98ff8a8dcdef4b9bb86",1,credit_card,6,316.53
"15f03e32c4f15c02ef2461951758bce9",1,credit_card,3,162.89
"663f5bad78ee236c44c5f31fc8c280cd",1,credit_card,7,478.14
beab056c7361472f52bc576a3678c08d,1,credit_card,6,147.96
"352624ca0ead1f999686becd48b614c8",1,credit_card,1,131.05
"278b7931248401487747dd5edf32a710",1,credit_card,10,352.10
f8da7d096b125f74ad5b784140c294c7,1,credit_card,3,63.01
b8bfa12431142333a0c84802f9529d87,1,boleto,1,300.15
"0870d202dc3234340a499505dc36c7a4",1,credit_card,1,46.84
bed5dfd1b6d819c52dbcf83071564974,2,voucher,1,12.66
"71a41b640ae7a650cef9587dd0f3cc86",1,credit_card,3,32.59
"30ba86172fdf3caf123a7e424bcfb3a8",1,credit_card,4,178.08
c2c3dae78e8e332095112da69e79b420,1,credit_card,1,142.13
f36d534d445a4b1a5cef4092573aa1f1,1,credit_card,4,104.22
b53a5ae7a42c37159e3cc26b92174246,1,boleto,1,63.83
a3cf24eff0b2bd4737149569c12c4ef0,1,credit_card,1,149.68
cb0cb26c017d2cfb4e9ed39cd6ee9fa2,1,credit_card,10,352.55
"102e0d3cfdd667c3bdc41494ecbf6db5",1,boleto,1,303.42
"4b1c5ec72d03e8244e7e2c08123df831",1,boleto,1,82.23
"03cd43eb7c373b23a0b55c1c8f76c861",1,credit_card,3,151.23
"6b8e33e6751e356214e7b35ad7df83cb",1,credit_card,1,58.37
"620d254bc4b9c32cda7b908de600926a",1,credit_card,8,339.33
"755c4aa4960614ec096601363b0ea48d",1,credit_card,1,34.89
"94a8d8bcc1d121eda5d59670f27d48e8",1,credit_card,1,35.59
c77b924863d95e0e69aaec7323c1ed90,1,credit_card,3,62.98
"16b0354e89f049afdd965c97e243dac6",1,credit_card,1,43.29
d924b2f481ea43a95856d604e81f9219,1,credit_card,4,112.35
"4c7ef39af59d31fa247f85d10ed414f6",1,credit_card,8,231.88
"11526907a9d9e94078d44fb1c4abb4ec",1,boleto,1,61.40
"3af06414a3acfc16eadcc64c0b6a8f7c",1,credit_card,2,195.86
"0a6f6183affc58729c775e30654be436",1,boleto,1,43.88
d7c877c5db825f754e75a32ac35e13b0,1,credit_card,1,276.18
"6f078a846f0427e42e068e545b56efdf",1,credit_card,1,68.43
d7bf53fc0c235f32fd61f11e6cc99a2a,1,credit_card,6,338.52
"272f2c7a76c95a5f4bae0c236a21df6e",1,credit_card,3,66.01
"6a32c701681d4c31dac221f9a2848c80",1,boleto,1,106.67
f52085b82745f88592fcf7a4a4733949,1,credit_card,2,203.57
d4720dbbca128b0bf8d6c03b640445cf,1,credit_card,8,99.43
"6b27933c6a46e3d66203137ad1fdb678",1,credit_card,1,100.00
e23fa6908df9fa4ffdc5bf2a0ad6ae76,1,debit_card,1,27.77
a85866709015a003ea47e59f00c2354f,1,credit_card,3,63.17
"4447244b60640d0067069c680995049d",1,boleto,1,218.96
"83c1379a015df1e13d02aae0204711ab",1,credit_card,5,271.01
"7124bd2d49c395dc9b4c8ff94d6c919c",1,credit_card,2,127.92
"002691433f09002ac9ca0c4e8dbb8ead",1,credit_card,1,120.43
"48ac23662de1f4a94e29e7f3452a85d9",1,credit_card,4,158.08
"77129217c76b6dcb453393ba67cff13e",1,credit_card,5,283.67
"3030f0e22d19c6ba1366d9628972bec4",1,boleto,1,72.14
"9e1948d3c411c8a72efadb93b6f8a4fd",1,credit_card,4,46.22
"22ae6afbbbc19d8dd88d82e7001f8fcf",1,boleto,1,67.22
f5f9034b5251b9a67898e5be6847e83c,1,credit_card,1,70.27
"5d245c97223bf9ad03cb5568dba7ea7f",1,credit_card,1,32.37
d35f8dc1aab5eb262bfb16db16fccfa5,1,credit_card,3,174.61
c913512a7fa84d29251cc036c4bdcd6a,1,credit_card,2,139.60
"59798edc300f7563a9bdf18b2740def9",1,credit_card,1,14.07
e9d4e2e8fa496212d4d5d79d0b7863ba,1,credit_card,3,39.00
"252e3d8642591a131552842adb8230f7",1,credit_card,1,53.47
"43831dba8cf4791c11ab2d6febf989e4",1,credit_card,3,196.50
b6c8a981ff2379f36a347ec8c9e2ae56,1,credit_card,1,82.98
ad61bdad0a6d5fac6af829eba1fa4e84,1,credit_card,1,68.35
"3e30da31e3bf405f3a0b771a7d935322",1,credit_card,2,168.52
"4f7e18a54264d8e4a97a776cfbad2bd5",1,credit_card,10,232.18
"7d27be18a08a2dbe4ee2d12c2fc5a739",1,credit_card,1,48.19
"82a6e2f5082bd48943674373f6a0fc9a",1,credit_card,1,34.00
"226209d53af16a012bd3c8c7c6a9ca53",1,credit_card,1,89.07
"066bcda20b88b5f4d4870b32a387f822",1,credit_card,1,204.40
"5c7cd811e61b95684de8c9416aa236ce",1,credit_card,3,67.44
"45cb2e92427657e6b10542751b5c6805",1,boleto,1,42.68
"9847fce753aec51f55dc5f6a5bc3e732",1,credit_card,1,92.79
"207fcb4ce4deeff5a3ec9db8f38acff0",1,credit_card,1,97.71
"74da1d033cecf62865d267673aeec395",1,credit_card,4,190.25
"84a80b02b3af075990fc7d9d2369f066",1,credit_card,5,571.16
"85c467a504e5796387bb68fe2adcc256",1,credit_card,6,2204.04
"1ad4a4025f564f7589eb7d378060a63c",1,credit_card,2,48.22
"810c5451b24e7565d14608ed85dd3624",1,credit_card,1,10.01
afd1cd812c3632816691d00b10ac9048,1,credit_card,2,119.93
dc20710a4582a12ed1eb1504bd916272,1,credit_card,1,83.46
"2d8d686ea253f4d2cdfc519f2840fea3",1,boleto,1,45.07
"3ae04700e729d283cfd0b9d1f9fdfec6",1,credit_card,3,193.17
"63638a6806d67773f3adba8534553fff",3,voucher,1,9.02
e6a66a8350bb88497954d37688ab123e,8,voucher,1,9.83
"1639cec93b4df0f2fec8601299c7f4c8",1,credit_card,10,105.18
de3353dc4eb5012999074ce70b124fee,1,credit_card,10,475.84
"4d3acbe72723c00c24fdbf452160d13b",1,credit_card,1,107.10
"68ffb6a8abb783325c37e66d91eeb191",1,voucher,1,68.89
"618ab5fa2138dcabd9046d13f1294fb9",1,boleto,1,84.80
"41ff2ba0d19e828f41b858fbf8b3c3cb",1,boleto,1,42.68
"369eee143e91ca7a46cdddc5f679e1f3",1,credit_card,3,829.17
f2120851611e040d268c3be41ac51228,1,credit_card,1,47.68
"33461765475580d8fa316d298bfdf86d",1,credit_card,2,66.31
ce38feac183edc1669336435be2a2ef3,1,boleto,1,73.44
"6f7e43972ed0a7fdbf29edf7cde6d2ad",1,boleto,1,212.05
"637617b3ffe9e2f7a2411243829226d0",1,boleto,1,1246.97
d1fae75b8b6aec241093c7ccb1a27d3c,1,credit_card,3,159.79
d0917c0a88a601949cde7cec1331de4e,1,credit_card,2,308.80
"68a103d3cbef07b7a8cc14147b26aa96",1,credit_card,1,168.80
"597fa94ef8eb873a3b8d4191931fcdeb",1,credit_card,1,163.80
b74092206cd29b62907516d95e927fd6,1,credit_card,7,73.49
f3c5d914eec90079a826c2b5ea7fe6bc,1,credit_card,2,72.66
bbe02deb41e96f666660dede6c816276,1,credit_card,1,126.86
"5ce4e99e06cd9dc47f1b5a5ab7a2caba",1,credit_card,1,29.00
"61f70a8bbfeb4e14d01039a3cb4140d1",1,boleto,1,38.39
"94f6265a57323f7ddf9795f2d46a50e8",1,boleto,1,97.87
"976fa354f6ecccd2abd6d95c676ab62d",1,boleto,1,57.04
"6620ebb2d24058461a5605a2aa2c6375",1,credit_card,5,315.94
"9eedaa8643ebca26e894f58017d00970",1,credit_card,1,172.97
f0728a029e4b3ff3b00aef28de29e394,1,credit_card,2,255.80
db4c0f9244a52fae664f9325333250e6,1,credit_card,10,435.60
b68dcf49a2ac5d629f24860c2959c6ab,1,boleto,1,55.43
"9c03496a411754169e1433dc70a583f0",2,voucher,1,123.82
"17bd2faca1fa39213be29ec02c669925",1,boleto,1,131.00
"49935c2c36ceb474c290a1987bbb941e",1,credit_card,1,115.00
cdb99aee5b9d12289e40e8ae2002c93a,1,credit_card,1,257.44
fab1440d1e4a7690b4b3305b07de5414,1,boleto,1,77.51
"034c16aeedd39a916ea470f22a048b22",1,credit_card,1,70.90
"2214cc5b55271606e0beb67cc2d09eef",1,boleto,1,48.13
f327645eb13511d92d672ec03773b2ae,1,boleto,1,119.08
"9ec0c8947d973db4f4e8dcf1fbfa8f1b",1,credit_card,3,129.06
"8770d612f74d5015ceb2d739911887a1",1,boleto,1,49.02
"4bfc4fba07fff7db47e3017b9fe22ec6",1,credit_card,2,28.30
e43a94e0ef58ee8b2507c9176c7581d1,1,boleto,1,117.94
"37ac5e2848fe9ffaae862a845c5d7ff7",1,credit_card,6,160.50
abc3e842e38ace4030133da4ebd501f5,1,credit_card,10,119.24
"434f170d048d285d4841d3fa653a4507",1,credit_card,1,200.76
fbbc9a2991b4a6a0fdc9ab30c4c0b7af,1,boleto,1,31.24
"40dc2ba6f322a17626aac6244332828c",1,credit_card,5,54.10
"5da33f2ec794bb55994fc59563a04107",1,boleto,1,103.36
"889ea351c8a3773acec1c4652d87a9c1",1,credit_card,4,83.32
da57afb5411cc92dfeca3968e90860f7,1,credit_card,2,201.23
"34041ba8694b6808060aafda57f6075e",1,credit_card,1,51.64
ea012d24e4317506128e0c9e78719e64,1,credit_card,1,0.77
"8576600e6c8cf9ff884eaa76c8089eeb",1,credit_card,1,3.68
"62a084114b1d8e549fbf1e0d9ebf4da6",1,credit_card,1,53.61
b84945a92dd9b4125072450332eaf6ff,1,credit_card,3,94.12
"9ffdb44f6b79111e57d86b61146fba23",1,boleto,1,56.42
"831e2035989f1b9cb217e1093e2992d3",1,credit_card,5,128.48
"79c96fac5fd38406b272b04b54d54083",1,credit_card,1,133.17
"56f8f42c9ba3fde1fd14794adfa04b1c",1,credit_card,1,63.68
"0753581dc10ba07cdb8302d6c7a40924",1,boleto,1,192.50
ac1e2ddaa8a97a982f9e3bf625bca0b0,1,credit_card,1,26.94
db62e0a0d6c8476c079bda2174228551,1,credit_card,1,25.29
e09e4bef485e6c09fef604841cbe5780,1,boleto,1,152.71
"8a8eb699f875d17840c4b11dd7613964",1,credit_card,1,90.75
"119da8fe76c893e189ee759f82bbc8d6",1,credit_card,7,74.83
"3a41d8f16d339184975dcab294e74d46",1,boleto,1,147.15
f3239f4f6c8cdfc9043534b20c0b6179,1,boleto,1,64.00
"216720f8251b8f0ed3800a7de50ae44a",1,credit_card,10,106.23
f45cb38ce99572f3f71de38bebeee589,1,credit_card,4,103.79
"00a77f9cc25b05b2004752593d7b8888",1,credit_card,9,196.40
"8a32f78d59c6aec1ebdfaf5788bc84b1",1,boleto,1,114.34
"9cc64bcad125a311c53a26c9e1b20983",1,credit_card,2,26.24
"75bb0242b1adbfca55d87a6bbc34cd8b",1,credit_card,6,129.91
f58c538485f196aedcc7a7f6cbe34dd6,1,credit_card,3,120.61
"136c36bf83629aea3290644dabe72471",1,credit_card,1,72.07
bcf5665129063675d2d1006d95d3c813,1,credit_card,1,118.90
